out_Qdhw,out_QradD,out_QradN,solar
0,0,0,1.00E-08
0,9625.138604,0,1.00E-08
0,11200.09215,0,1.00E-08
0,11163.19758,0,1.00E-08
0,11165.76652,0,1.00E-08
0,11200.81129,0,1.00E-08
658.464342,11227.1012,0,1.00E-08
0,8705.776376,0,1.00E-08
0,9172.118434,0,1.00E-08
0,8917.733134,0,1.00E-08
0,9552.902063,0,1.00E-08
0,9503.521622,0,1.00E-08
0,9469.558458,835.8817747,1.00E-08
0,10286.97204,940.9824763,1.00E-08
0,10387.12778,778.5462975,3.312435627
0,9917.815042,874.8632131,5.631140709
999.5570088,9441.143464,446.8169458,22.4299202
160.3636667,9079.071822,0,8.375729561
160.3636667,9000.96042,0,73.44142914
485.5758889,7538.552147,0,327.1460266
322.9697778,9077.815698,0,198.5841522
192.8848889,9665.87566,59.58342273,138.4069214
355.491,9866.149783,849.8940577,0.567846119
290.4485556,9917.653713,518.251326,1.00E-08
0,0,454.0608413,1.00E-08
0,5126.734772,2452.14004,1.00E-08
0,11317.06238,0,1.00E-08
0,11356.20354,0,1.00E-08
0,11372.71757,0,1.00E-08
0,11372.17024,0,1.00E-08
495.8582309,11364.22616,0,1.00E-08
0,8086.563103,581.5944891,1.00E-08
0,8978.91282,44.94554874,1.00E-08
0,9338.949556,576.7323142,1.00E-08
0,9639.867125,525.1410678,1.00E-08
0,9109.605467,360.3423097,1.00E-08
0,9062.436619,275.5439537,1.00E-08
0,8923.006236,290.0484468,1.00E-08
0,8874.816709,219.1183294,1.750858784
0,8614.137943,0,8.375729561
901.9933421,8791.953319,0,29.0547924
322.9697778,7448.462355,0,11.87744713
745.7456667,5938.649599,0,140.3117981
127.8424444,6431.251994,0,172.3604889
322.9697778,8660.711684,0,208.7492065
0,7521.418066,0,74.02859497
710.558987,10619.16939,0,2.981192112
95.32122222,8478.055098,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,7916.12142,0,1.00E-08
0,11667.68101,0,1.00E-08
0,11655.03593,0,1.00E-08
0,11668.13262,0,1.00E-08
0,11650.38566,0,1.00E-08
718.3624207,11634.47132,0,1.00E-08
0,5953.778538,0,1.00E-08
320.3043204,11618.32054,0,1.00E-08
1623.818667,9354.197759,0,1.00E-08
322.9697778,9191.74761,0,1.00E-08
388.0122222,6977.17408,0,1.00E-08
810.7881111,9080.679138,0,1.00E-08
127.8424444,7643.039661,0,4.495448112
192.8848889,11134.87034,0,13.48634434
322.9697778,8505.123697,0,16.84610176
257.9273333,8467.354671,0,25.45843315
550.6183333,8536.585536,0,144.8262482
518.0971111,7167.388236,0,410.4935608
95.32122222,9710.893245,0,281.0106812
843.3093333,8043.432688,0,157.6453705
290.4485556,9421.549804,0,1.466935754
95.32122222,9172.879851,0,1.00E-08
95.32122222,8510.05005,0,1.00E-08
0,0,0,1.00E-08
0,1525.363984,4702.048454,1.00E-08
0,11461.74036,0,1.00E-08
0,11457.51142,0,1.00E-08
0,11446.7906,0,1.00E-08
0,11441.67399,0,1.00E-08
0,11426.69559,0,1.00E-08
0,11398.84222,0,1.00E-08
647.7721444,11361.3357,0,1.00E-08
127.8424444,11140.5669,188.270882,1.00E-08
95.32122222,9137.614695,927.2825168,1.00E-08
160.3636667,9238.311936,1034.025046,1.00E-08
225.4061111,11262.37328,11.32636646,1.00E-08
95.32122222,9212.862977,938.2544677,24.19441414
550.6183333,9597.305824,217.0209857,274.7190857
0,8820.522975,240.7331757,434.9395752
385.3467648,8245.477673,116.5630152,231.5006104
908.3517778,8400.982163,0,143.7700806
550.6183333,8766.546591,0,80.94007874
127.8424444,8333.484818,0,160.6601563
290.4485556,8629.695635,122.4126554,220.7950439
257.9273333,9060.028651,0,4.164204597
453.0546667,8356.639729,0,1.00E-08
95.32122222,7758.453277,0,1.00E-08
0,0,262.6115802,1.00E-08
0,9847.989325,1725.987542,1.00E-08
0,11511.95414,0,1.00E-08
0,11458.91616,0,1.00E-08
0,11455.16174,0,1.00E-08
0,11475.40728,0,1.00E-08
0,7255.906916,0,1.00E-08
0,7942.045461,0,1.00E-08
0,7950.154361,0,1.00E-08
0,7737.898337,0,1.00E-08
0,8052.408118,0,1.00E-08
0,8283.31531,0,1.00E-08
0,8228.269394,0,1.00E-08
0,8739.991416,0,17.72434616
0,8738.703403,0,194.1151428
1183.24827,7956.505679,0,197.683548
518.0971111,7753.357017,0,90.28923035
192.8848889,7427.441366,0,77.41635132
322.9697778,7667.426315,0,243.0042419
127.8424444,6984.170787,0,415.6044312
518.0971111,8302.347648,0,119.0482941
355.491,8885.159737,0,8.334197998
160.3636667,7495.934623,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,9949.36116,0,1.00E-08
0,11844.00686,0,1.00E-08
0,11834.25715,0,1.00E-08
0,10575.96237,0,1.00E-08
625.9431198,13333.83203,0,1.00E-08
0,6059.388349,0,1.00E-08
0,9127.544304,0,1.00E-08
0,9081.960763,0,1.00E-08
0,8604.904025,0,1.00E-08
0,9543.349485,0,1.00E-08
0,8232.288759,0,1.00E-08
0,8359.448784,0,1.00E-08
0,10036.27422,0,4.164204597
0,6060.48427,0,29.24407387
869.4721199,3595.617296,0,40.83759689
160.3636667,4940.248491,0,62.46306992
322.9697778,2782.381038,0,95.63475037
322.9697778,5126.891854,0,64.92373657
127.8424444,5385.809278,0,56.50068665
453.0546667,6476.293861,0,48.66877365
322.9697778,7592.537981,0,1.608897328
192.8848889,9398.320405,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,9637.04365,0,1.00E-08
0,13035.68394,0,1.00E-08
0,12986.82046,0,1.00E-08
0,12944.56259,0,1.00E-08
658.464342,12900.06063,0,1.00E-08
0,8060.008476,0,1.00E-08
0,8706.26663,0,1.00E-08
0,9700.425134,0,1.00E-08
0,9359.394732,0,1.00E-08
0,9434.954399,0,1.00E-08
0,9475.361006,0,1.00E-08
0,9434.169174,0,1.00E-08
0,9021.944601,0,1.845499873
0,8359.174226,0,10.5051527
674.3447866,8229.162243,0,19.2594471
95.32122222,8183.702264,0,26.68876648
127.8424444,6739.001473,0,24.03881836
95.32122222,6081.03732,0,23.51829338
95.32122222,4116.911201,0,17.17734528
0,6322.078741,0,9.558742523
775.6014315,7031.153946,0,1.277653694
485.5758889,10537.21155,0,1.00E-08
0,0,0,1.00E-08
0,380.7655746,0,1.00E-08
0,12901.86737,0,1.00E-08
0,12854.15321,0,1.00E-08
0,12803.38219,0,1.00E-08
0,12774.17838,0,1.00E-08
463.3370087,12744.43921,0,1.00E-08
0,8561.588669,0,1.00E-08
0,9606.056268,0,1.00E-08
0,9153.616229,0,1.00E-08
0,9183.914725,0,1.00E-08
0,9289.359381,0,1.00E-08
0,9049.981253,581.3783353,1.00E-08
0,8897.596831,119.6237702,1.00E-08
0,9003.295047,180.4497488,6.86147356
0,8738.479575,0,31.27885628
934.5145644,9876.439685,0,60.33364868
95.32122222,7426.161749,0,62.93627548
453.0546667,7392.21589,0,60.75953293
127.8424444,8140.576632,0,51.29542923
680.7032222,8159.748032,0,43.39290619
127.8424444,6777.692766,0,23.23436928
95.32122222,9697.827195,0,2.507987022
322.9697778,7756.465106,0,1.00E-08
0,0,0,1.00E-08
0,0,917.7118641,1.00E-08
0,12128.68813,825.5942688,1.00E-08
0,12852.90865,0,1.00E-08
0,12763.50342,0,1.00E-08
0,12885.79807,0,1.00E-08
463.3370087,12990.53751,0,1.00E-08
0,7380.298139,0,1.00E-08
0,9372.822347,406.5591381,1.00E-08
0,8943.383243,215.3127969,1.00E-08
0,10495.65834,1072.946602,1.00E-08
0,10170.73142,795.5128438,1.00E-08
0,8586.604099,53.0107996,1.00E-08
0,8649.137878,152.3272458,1.00E-08
0,8875.593185,0,37.76461029
0,9465.766754,0,257.8281555
1227.205564,8497.417177,0,570.8324585
322.9697778,8275.795002,0,388.2730713
485.5758889,8329.516523,0,216.6085358
355.491,8078.96856,0,27.96642113
127.8424444,9120.001375,0,130.2438812
940.873,9453.831249,0,24.70130539
322.9697778,9056.884134,0,1.703538299
290.4485556,8804.200112,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,3382.702595,1361.017496,1.00E-08
0,13115.87421,0,1.00E-08
0,13084.27559,0,1.00E-08
0,13046.34041,0,1.00E-08
0,13034.22394,0,1.00E-08
555.7563095,13018.15186,0,1.00E-08
0,5992.992726,947.7248222,1.00E-08
385.3467648,12954.9842,0,1.00E-08
2176.679444,9628.197741,629.9620998,1.00E-08
290.4485556,9675.832208,1154.790497,1.00E-08
485.5758889,9952.043957,0,1.00E-08
550.6183333,8160.012757,0,1.00E-08
322.9697778,7687.992629,0,41.45262146
290.4485556,7939.844849,0,149.560318
485.5758889,7609.123803,0,338.0935669
127.8424444,8874.773387,0,706.5117798
518.0971111,6973.164453,0,281.462677
518.0971111,9036.527956,0,309.0856018
290.4485556,7000.956125,0,62.13182831
322.9697778,8386.558112,0,108.4458008
95.32122222,7547.220792,0,9.475317955
388.0122222,13403.3085,0,1.00E-08
322.9697778,2068.861652,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,7095.843472,0,1.00E-08
0,13665.89497,0,1.00E-08
0,13689.41964,0,1.00E-08
0,13757.26967,0,1.00E-08
582.7297,13819.22698,0,1.00E-08
615.6607778,6207.975955,0,1.00E-08
518.0971111,5754.686203,0,1.00E-08
615.6607778,5896.376082,0,1.00E-08
127.8424444,6719.927592,0,1.00E-08
0,6743.01772,0,23.14988136
190.2194315,8126.21524,0,323.8777161
0,9486.469459,0,396.9470825
417.867987,5561.028036,0,588.215271
355.491,8302.468771,0,687.166748
388.0122222,5959.835739,0,638.2290649
160.3636667,5533.55798,0,472.1386108
0,4804.685977,0,279.7158508
385.3467648,5671.289975,0,5.489179134
550.6183333,9258.452229,0,1.00E-08
95.32122222,3773.199211,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,13911.98032,0,1.00E-08
0,13901.05478,0,1.00E-08
565.638839,13899.41632,0,1.00E-08
0,5354.92089,0,1.00E-08
0,6782.865244,0,1.00E-08
0,7179.626143,0,1.00E-08
0,7479.801482,0,1.00E-08
0,6398.552877,0,1.00E-08
0,6434.713353,0,1.00E-08
0,7074.425342,0,1.00E-08
0,7749.037234,0,4.022243023
0,5321.045461,0,14.00687027
1487.375342,5495.422733,0,20.58442116
0,3745.283333,0,20.53709984
157.6982093,2849.058984,0,118.322876
322.9697778,2786.408728,0,136.1986542
518.0971111,3851.092159,0,204.6513519
290.4485556,3808.144931,0,193.8474274
160.3636667,12511.22322,0,3.643679142
485.5758889,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,8416.456024,0,1.00E-08
0,11108.05318,0,1.00E-08
886.1128976,18471.65659,0,1.00E-08
0,0,0,1.00E-08
0,5332.373167,0,1.00E-08
0,5209.768968,0,1.00E-08
0,5282.571748,0,1.00E-08
0,4725.786967,0,1.00E-08
0,4843.051771,0,1.00E-08
0,4873.711549,0,1.00E-08
0,5622.920078,0,33.80078125
0,5382.661989,0,351.1775208
901.9933421,4965.465885,0,270.6625061
290.4485556,3789.250904,0,233.378891
322.9697778,4432.127779,0,262.7906189
322.9697778,4441.903573,0,303.5455322
322.9697778,3836.045469,0,178.2507935
388.0122222,4454.614783,0,178.520813
355.491,7897.554903,0,44.69949341
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,9377.394922,0,1.00E-08
0,19222.31876,0,1.00E-08
0,0,0,1.00E-08
0,3723.113094,0,1.00E-08
0,3158.919442,0,1.00E-08
0,4453.833563,0,1.00E-08
0,4513.673218,0,1.00E-08
0,3952.379065,0,1.00E-08
0,4612.45041,0,1.00E-08
0,3692.891339,0,6.151666164
0,4327.061615,0,68.57689667
1620.807236,5185.928877,0,104.8287354
322.9697778,5354.482508,0,326.8051147
550.6183333,3995.998187,0,130.8486481
355.491,3591.839988,0,193.3573761
713.2244444,3596.96555,0,141.243042
95.32122222,4294.045693,0,77.21433258
420.5334444,8943.447539,0,9.937306404
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,294.4857227,0,1.00E-08
0,18428.28352,0,1.00E-08
523.2350873,18387.80752,0,1.00E-08
0,1895.92247,0,1.00E-08
0,6479.693739,0,1.00E-08
0,4654.641466,0,1.00E-08
0,5483.129545,0,1.00E-08
0,5917.677514,0,1.00E-08
0,5746.615808,0,1.00E-08
0,5748.990883,0,1.00E-08
0,5992.813521,0,8.565011978
0,6042.845745,0,369.570282
934.5145644,5403.336854,0,309.5401611
322.9697778,6298.652518,0,294.2042847
127.8424444,4140.919854,0,643.8709106
388.0122222,2947.755588,0,306.4956055
127.8424444,2820.306039,0,471.4547119
257.9273333,4706.616864,0,331.301178
322.9697778,9153.988345,0,38.34593201
355.491,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,629.9202673,0,1.00E-08
0,18405.82494,0,1.00E-08
658.464342,18388.395,0,1.00E-08
0,1702.45748,0,1.00E-08
0,6355.744212,0,1.00E-08
0,4717.826583,0,1.00E-08
0,5181.152739,0,1.00E-08
0,5211.881578,0,1.00E-08
0,6547.470523,0,1.00E-08
0,7337.217862,0,1.00E-08
0,6883.209326,0,34.89611816
0,6959.371763,0,308.6226501
0,6075.855931,0,385.5648193
1090.774046,5142.944728,0,761.2860718
550.6183333,4914.347015,0,750.9697876
127.8424444,4843.652309,0,733.6560059
453.0546667,4563.792274,0,462.290863
322.9697778,3850.281112,0,323.7209473
420.5334444,15673.29858,0,19.42369843
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,0,0,1.00E-08
0,14786.34724,0,1.00E-08
0,17761.01585,0,1.00E-08
582.7297,17787.37676,0,1.00E-08
0,0,0,1.00E-08
255.2618759,11288.59518,0,1.00E-08
322.9697778,5722.55418,0,1.00E-08
680.7032222,4575.944144,0,1.00E-08
